DIST,4,AN0,1C17,2.15,0.00,0.00,1.52,AN1,5985,2.15,3.00,0.00,1.91,AN2,020A,0.00,0.00,0.00,5.15,AN3,8B08,0.00,3.00,0.00,2.54,POS,1.86,1.38,0.40,56
DIST,4,AN0,1C17,2.15,0.00,0.00,1.52,AN1,5985,2.15,3.00,0.00,1.34,AN2,020A,0.00,0.00,0.00,5.20,AN3,8B08,0.00,3.00,0.00,2.48,POS,1.93,1.44,0.37,55
DIST,4,AN0,1C17,2.15,0.00,0.00,1.54,AN1,5985,2.15,3.00,0.00,1.86,AN2,020A,0.00,0.00,0.00,4.85,AN3,8B08,0.00,3.00,0.00,2.56,POS,1.90,1.41,0.46,55
DIST,4,AN0,1C17,2.15,0.00,0.00,1.50,AN1,5985,2.15,3.00,0.00,1.53,AN2,020A,0.00,0.00,0.00,4.84,AN3,8B08,0.00,3.00,0.00,2.58,POS,1.94,1.43,0.39,60
DIST,4,AN0,1C17,2.15,0.00,0.00,1.52,AN1,5985,2.15,3.00,0.00,2.19,AN2,020A,0.00,0.00,0.00,5.20,AN3,8B08,0.00,3.00,0.00,2.53,POS,1.82,1.34,0.50,56
DIST,4,AN0,1C17,2.15,0.00,0.00,1.52,AN1,5985,2.15,3.00,0.00,1.44,AN2,020A,0.00,0.00,0.00,4.79,AN3,8B08,0.00,3.00,0.00,2.51,POS,1.89,1.39,0.49,56
DIST,4,AN0,1C17,2.15,0.00,0.00,1.58,AN1,5985,2.15,3.00,0.00,1.91,AN2,020A,0.00,0.00,0.00,4.48,AN3,8B08,0.00,3.00,0.00,2.60,POS,1.87,1.37,0.57,47
DIST,4,AN0,1C17,2.15,0.00,0.00,1.58,AN1,5985,2.15,3.00,0.00,1.92,AN2,020A,0.00,0.00,0.00,4.83,AN3,8B08,0.00,3.00,0.00,2.54,POS,1.83,1.35,0.63,52
DIST,4,AN0,1C17,2.15,0.00,0.00,1.57,AN1,5985,2.15,3.00,0.00,1.62,AN2,020A,0.00,0.00,0.00,4.81,AN3,8B08,0.00,3.00,0.00,2.52,POS,1.86,1.38,0.60,59
DIST,4,AN0,1C17,2.15,0.00,0.00,1.59,AN1,5985,2.15,3.00,0.00,1.78,AN2,020A,0.00,0.00,0.00,5.22,AN3,8B08,0.00,3.00,0.00,2.47,POS,1.84,1.39,0.61,59
