dwm> DIST,3,AN0,8B08,0.00,3.00,0.00,1.06,AN1,020A,0.00,0.00,0.00,2.33,AN2,1C17,2.15,0.00,0.00,2.65,POS,0.65,2.21,-0.20,97
DIST,4,AN0,8B08,0.00,3.00,0.00,1.10,AN1,5985,2.15,3.00,0.00,1.82,AN2,020A,0.00,0.00,0.00,2.32,AN3,1C17,2.15,0.00,0.00,2.68,POS,0.64,2.20,-0.27,58
DIST,4,AN0,8B08,0.00,3.00,0.00,1.12,AN1,5985,2.15,3.00,0.00,1.78,AN2,020A,0.00,0.00,0.00,2.31,AN3,1C17,2.15,0.00,0.00,2.64,POS,0.64,2.20,-0.31,61
DIST,4,AN0,8B08,0.00,3.00,0.00,1.11,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.36,AN3,1C17,2.15,0.00,0.00,2.64,POS,0.63,2.20,-0.36,56
DIST,4,AN0,8B08,0.00,3.00,0.00,1.41,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.26,AN3,1C17,2.15,0.00,0.00,2.64,POS,0.66,2.16,-0.43,64
DIST,4,AN0,8B08,0.00,3.00,0.00,1.10,AN1,5985,2.15,3.00,0.00,1.78,AN2,020A,0.00,0.00,0.00,2.29,AN3,1C17,2.15,0.00,0.00,2.61,POS,0.65,2.16,-0.42,63
DIST,4,AN0,8B08,0.00,3.00,0.00,1.09,AN1,5985,2.15,3.00,0.00,1.80,AN2,020A,0.00,0.00,0.00,2.34,AN3,1C17,2.15,0.00,0.00,2.60,POS,0.68,2.19,-0.18,60
DIST,4,AN0,8B08,0.00,3.00,0.00,1.05,AN1,5985,2.15,3.00,0.00,1.80,AN2,020A,0.00,0.00,0.00,2.27,AN3,1C17,2.15,0.00,0.00,2.74,POS,0.65,2.18,-0.21,63
DIST,4,AN0,8B08,0.00,3.00,0.00,0.92,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.35,AN3,1C17,2.15,0.00,0.00,2.62,POS,0.61,2.17,-0.22,63
DIST,4,AN0,8B08,0.00,3.00,0.00,1.13,AN1,5985,2.15,3.00,0.00,1.82,AN2,020A,0.00,0.00,0.00,2.30,AN3,1C17,2.15,0.00,0.00,2.71,POS,0.61,2.17,-0.28,59
DIST,4,AN0,8B08,0.00,3.00,0.00,1.34,AN1,5985,2.15,3.00,0.00,1.78,AN2,020A,0.00,0.00,0.00,2.27,AN3,1C17,2.15,0.00,0.00,2.70,POS,0.64,2.14,-0.36,65
DIST,4,AN0,8B08,0.00,3.00,0.00,1.38,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.30,AN3,1C17,2.15,0.00,0.00,2.68,POS,0.67,2.12,-0.44,60
DIST,4,AN0,8B08,0.00,3.00,0.00,1.39,AN1,5985,2.15,3.00,0.00,1.80,AN2,020A,0.00,0.00,0.00,2.21,AN3,1C17,2.15,0.00,0.00,2.68,POS,0.70,2.09,-0.47,69
DIST,4,AN0,8B08,0.00,3.00,0.00,1.20,AN1,5985,2.15,3.00,0.00,1.80,AN2,020A,0.00,0.00,0.00,2.29,AN3,1C17,2.15,0.00,0.00,2.63,POS,0.69,2.10,-0.48,62
DIST,4,AN0,8B08,0.00,3.00,0.00,1.09,AN1,5985,2.15,3.00,0.00,1.83,AN2,020A,0.00,0.00,0.00,2.37,AN3,1C17,2.15,0.00,0.00,2.60,POS,0.65,2.10,-0.50,57
DIST,4,AN0,8B08,0.00,3.00,0.00,0.90,AN1,5985,2.15,3.00,0.00,1.83,AN2,020A,0.00,0.00,0.00,2.29,AN3,1C17,2.15,0.00,0.00,2.64,POS,0.60,2.11,-0.43,64
DIST,4,AN0,8B08,0.00,3.00,0.00,1.11,AN1,5985,2.15,3.00,0.00,1.85,AN2,020A,0.00,0.00,0.00,2.29,AN3,1C17,2.15,0.00,0.00,2.62,POS,0.59,2.12,-0.44,58
DIST,4,AN0,8B08,0.00,3.00,0.00,1.20,AN1,5985,2.15,3.00,0.00,1.82,AN2,020A,0.00,0.00,0.00,2.33,AN3,1C17,2.15,0.00,0.00,2.62,POS,0.60,2.13,-0.47,57
DIST,4,AN0,8B08,0.00,3.00,0.00,1.41,AN1,5985,2.15,3.00,0.00,1.83,AN2,020A,0.00,0.00,0.00,2.36,AN3,1C17,2.15,0.00,0.00,2.64,POS,0.64,2.12,-0.55,54
DIST,4,AN0,8B08,0.00,3.00,0.00,1.12,AN1,5985,2.15,3.00,0.00,1.82,AN2,020A,0.00,0.00,0.00,2.29,AN3,1C17,2.15,0.00,0.00,2.63,POS,0.63,2.13,-0.52,61
DIST,4,AN0,8B08,0.00,3.00,0.00,0.88,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.30,AN3,1C17,2.15,0.00,0.00,2.67,POS,0.59,2.14,-0.45,64
DIST,4,AN0,8B08,0.00,3.00,0.00,1.15,AN1,5985,2.15,3.00,0.00,1.77,AN2,020A,0.00,0.00,0.00,2.32,AN3,1C17,2.15,0.00,0.00,2.67,POS,0.60,2.15,-0.45,62
DIST,4,AN0,8B08,0.00,3.00,0.00,1.40,AN1,5985,2.15,3.00,0.00,1.80,AN2,020A,0.00,0.00,0.00,2.34,AN3,1C17,2.15,0.00,0.00,2.63,POS,0.64,2.14,-0.52,57
DIST,4,AN0,8B08,0.00,3.00,0.00,1.16,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.31,AN3,1C17,2.15,0.00,0.00,2.66,POS,0.64,2.14,-0.52,60
DIST,4,AN0,8B08,0.00,3.00,0.00,1.14,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.26,AN3,1C17,2.15,0.00,0.00,2.60,POS,0.63,2.14,-0.49,64
DIST,4,AN0,8B08,0.00,3.00,0.00,0.83,AN1,5985,2.15,3.00,0.00,1.82,AN2,020A,0.00,0.00,0.00,2.28,AN3,1C17,2.15,0.00,0.00,2.62,POS,0.57,2.14,-0.48,65
DIST,4,AN0,8B08,0.00,3.00,0.00,1.36,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.38,AN3,1C17,2.15,0.00,0.00,2.59,POS,0.61,2.14,-0.55,54
DIST,4,AN0,8B08,0.00,3.00,0.00,0.89,AN1,5985,2.15,3.00,0.00,1.85,AN2,020A,0.00,0.00,0.00,2.32,AN3,1C17,2.15,0.00,0.00,2.64,POS,0.57,2.14,-0.46,63
DIST,4,AN0,8B08,0.00,3.00,0.00,1.08,AN1,5985,2.15,3.00,0.00,1.81,AN2,020A,0.00,0.00,0.00,2.29,AN3,1C17,2.15,0.00,0.00,2.64,POS,0.57,2.15,-0.44,61
DIST,4,AN0,8B08,0.00,3.00,0.00,0.92,AN1,5985,2.15,3.00,0.00,1.85,AN2,020A,0.00,0.00,0.00,2.32,AN3,1C17,2.15,0.00,0.00,2.65,POS,0.55,2.14,-0.41,63
DIST,4,AN0,8B08,0.00,3.00,0.00,1.09,AN1,5985,2.15,3.00,0.00,1.84,AN2,020A,0.00,0.00,0.00,2.31,AN3,1C17,2.15,0.00,0.00,2.59,POS,0.55,2.13,-0.44,59
DIST,4,AN0,8B08,0.00,3.00,0.00,1.11,AN1,5985,2.15,3.00,0.00,1.86,AN2,020A,0.00,0.00,0.00,2.31,AN3,1C17,2.15,0.00,0.00,2.56,POS,0.54,2.10,-0.46,59
